Open,High,Low,Close,Volume,Dividends,Stock Splits,Date
0.09883446246385574,0.09926415367073099,0.09883446246385574,0.09883446246385574,469033600,0.0,0.0,1980-12-12
0.0941078974033573,0.0941078974033573,0.09367820620536804,0.09367820620536804,175884800,0.0,0.0,1980-12-15
0.08723210845538532,0.08723210845538532,0.0868024230003357,0.0868024230003357,105728000,0.0,0.0,1980-12-16
0.08895089477300644,0.08938058612490243,0.08895089477300644,0.08895089477300644,86441600,0.0,0.0,1980-12-17
0.09152980148792267,0.09195948710848395,0.09152980148792267,0.09152980148792267,73449600,0.0,0.0,1980-12-18
0.09711571037769318,0.09754540159017291,0.09711571037769318,0.09711571037769318,48630400,0.0,0.0,1980-12-19
0.10184231400489807,0.10227277411714292,0.10184231400489807,0.10184231400489807,37363200,0.0,0.0,1980-12-22
0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10613992065191269,46950400,0.0,0.0,1980-12-23
0.11172591149806976,0.11215560279858973,0.11172591149806976,0.11172591149806976,48003200,0.0,0.0,1980-12-24
0.12203919142484665,0.1224688826857932,0.12203919142484665,0.12203919142484665,55574400,0.0,0.0,1980-12-26
0.1237579733133316,0.12418766467260377,0.1237579733133316,0.1237579733133316,93161600,0.0,0.0,1980-12-29
0.12117980153245032,0.12117980153245032,0.12075012177228928,0.12075012177228928,68880000,0.0,0.0,1980-12-30
0.11774233127848494,0.11774233127848494,0.11731263995170593,0.11731263995170593,35750400,0.0,0.0,1980-12-31
0.11860169470310211,0.11946107730047288,0.11860169470310211,0.11860169470310211,21660800,0.0,0.0,1981-01-02
0.11645320525576931,0.11645320525576931,0.11602352559566498,0.11602352559566498,35728000,0.0,0.0,1981-01-05
0.11129621556173967,0.11129621556173967,0.11086652427911758,0.11086652427911758,45158400,0.0,0.0,1981-01-06
0.10656961179712451,0.10656961179712451,0.10613992065191269,0.10613992065191269,55686400,0.0,0.0,1981-01-07
0.10442120320233411,0.10442120320233411,0.10399152338504791,0.10399152338504791,39827200,0.0,0.0,1981-01-08
0.10957741737365723,0.1100071084816529,0.10957741737365723,0.10957741737365723,21504000,0.0,0.0,1981-01-09
0.10957745333212102,0.10957745333212102,0.10871808230876923,0.10871808230876923,23699200,0.0,0.0,1981-01-12
0.10528060944307176,0.10528060944307176,0.10485091805458069,0.10485091805458069,23049600,0.0,0.0,1981-01-13
0.10528063774108887,0.10571032924507523,0.10528063774108887,0.10528063774108887,14291200,0.0,0.0,1981-01-14
0.10742902010679245,0.10828839113070722,0.10742902010679245,0.10742902010679245,14067200,0.0,0.0,1981-01-15
0.10699926427311827,0.10699926427311827,0.1065695732831955,0.1065695732831955,13395200,0.0,0.0,1981-01-16
0.11301498115062714,0.11344467247861957,0.11301498115062714,0.11301498115062714,41574400,0.0,0.0,1981-01-19
0.1100071084816529,0.1100071084816529,0.10957741737365723,0.10957741737365723,30083200,0.0,0.0,1981-01-20
0.11172591149806976,0.11258528262445751,0.11172591149806976,0.11172591149806976,15904000,0.0,0.0,1981-01-21
0.11301498115062714,0.11387436380661199,0.11301498115062714,0.11301498115062714,35548800,0.0,0.0,1981-01-22
0.11301497512092781,0.11344466642599488,0.11258528381586075,0.11258528381586075,11222400,0.0,0.0,1981-01-23
0.11129621556173967,0.11129621556173967,0.11086652427911758,0.11086652427911758,24640000,0.0,0.0,1981-01-26
0.11086655307746907,0.11086655307746907,0.110007181763649,0.11000718176364899,23699200,0.0,0.0,1981-01-27
0.10699926427311827,0.10699926427311827,0.1065695732831955,0.1065695732831955,28156800,0.0,0.0,1981-01-28
0.10313210015158206,0.10313210015158206,0.10270240902900696,0.10270240902900696,43904000,0.0,0.0,1981-01-29
0.09797509280265265,0.09797509280265265,0.09711571037769318,0.09711571037769318,46188800,0.0,0.0,1981-01-30
0.09195948710848395,0.09195948710848395,0.09152980148792267,0.09152980148792267,23766400,0.0,0.0,1981-02-02
0.0949672982096672,0.09539698377958934,0.0949672982096672,0.0949672982096672,19152000,0.0,0.0,1981-02-03
0.09840479493141174,0.09883447471690705,0.09840479493141174,0.09840479493141174,27865600,0.0,0.0,1981-02-04
0.09840479493141174,0.09926416597705347,0.09840479493141174,0.09840479493141174,7929600,0.0,0.0,1981-02-05
0.09883446246385574,0.09926415367073099,0.09883446246385574,0.09883446246385574,13865600,0.0,0.0,1981-02-06
0.09453758286402182,0.09453758286402182,0.09367820620536804,0.09367820620536804,16755200,0.0,0.0,1981-02-09
0.09367820620536804,0.0941078974033573,0.09367820620536804,0.09367820620536804,18345600,0.0,0.0,1981-02-10
0.09110006989744711,0.09110006989744711,0.0906703844666481,0.0906703844666481,13843200,0.0,0.0,1981-02-11
0.09024071973590973,0.09024071973590973,0.08981025964021683,0.08981025964021683,14560000,0.0,0.0,1981-02-12
0.08852120201758988,0.08852120201758988,0.08766182512044907,0.08766182512044907,11155200,0.0,0.0,1981-02-13
0.08981025964021683,0.09024071973590973,0.08981025964021683,0.08981025964021683,12275200,0.0,0.0,1981-02-17
0.09367820620536804,0.09453758286402182,0.09367820620536804,0.09367820620536804,19241600,0.0,0.0,1981-02-18
0.08852119136901793,0.08852119136901793,0.08809150010347366,0.08809150010347366,22310400,0.0,0.0,1981-02-19
0.08379459505487792,0.08379459505487792,0.08336490392684937,0.08336490392684937,24371200,0.0,0.0,1981-02-20
0.08465398848056793,0.08508367972353555,0.08465398848056793,0.08465398848056793,14112000,0.0,0.0,1981-02-23
