Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-10-09 00:00:00-04:00,2.869036681210085,3.334833252684055,2.869036681210085,3.2133212089538574,10201979,0.0,0.0
1997-10-10 00:00:00-04:00,3.564356377638346,3.5778580946823717,3.233573517648238,3.3618361949920654,10669148,0.0,0.0
1997-10-13 00:00:00-04:00,3.368586447402424,3.368586447402424,3.2740771104539346,3.287578582763672,3044363,0.0,0.0
1997-10-14 00:00:00-04:00,3.260574584973185,3.2673254406016548,3.064805344759276,3.152564287185669,2549907,0.0,0.0
1997-10-15 00:00:00-04:00,2.9567953972813856,3.071557077117236,2.9500452661082694,3.0648064613342285,3167153,0.0,0.0
1997-10-16 00:00:00-04:00,3.0648059535407572,3.0648059535407572,2.9567949073837627,2.970296621322632,1770821,0.0,0.0
1997-10-17 00:00:00-04:00,2.8352836371438968,2.842034495352975,2.7070209657456514,2.7137715816497803,3287121,0.0,0.0
1997-10-20 00:00:00-04:00,2.268226818428251,2.4302427947471243,2.2614759609235655,2.376237630844116,11499985,0.0,0.0
1997-10-21 00:00:00-04:00,2.4842482178599052,2.7137715816497803,2.470747228356598,2.7137715816497803,6924737,0.0,0.0
1997-10-22 00:00:00-04:00,2.497750071992053,2.5045006882683785,2.3897390000460303,2.3964898586273193,4458573,0.0,0.0
1997-10-23 00:00:00-04:00,2.322232591270508,2.322232591270508,2.160216330162567,2.254725694656372,12494072,0.0,0.0
1997-10-24 00:00:00-04:00,2.3087312292443904,2.322232218713264,2.07920786603991,2.133213520050049,9498638,0.0,0.0
1997-10-27 00:00:00-05:00,2.079207964281484,2.079207964281484,1.8429342163312201,1.8496849536895752,4905042,0.0,0.0
1997-10-28 00:00:00-05:00,1.701170028227593,2.2682266235351562,1.687668435530784,2.2682266235351562,10417921,0.0,0.0
1997-10-29 00:00:00-05:00,2.0792079951586073,2.139964268828619,2.0522052876291457,2.0589561462402344,7548100,0.0,0.0
1997-10-30 00:00:00-05:00,1.9441933237887954,2.0252016464915874,1.9374430744557658,2.0049498081207275,2797370,0.0,0.0
1997-10-31 00:00:00-05:00,2.07920786603991,2.180467831258429,2.0724574924579477,2.133213520050049,3611270,0.0,0.0
1997-11-03 00:00:00-05:00,2.3222318756916,2.4842478445705067,2.3222318756916,2.4504945278167725,6205871,0.0,0.0
1997-11-04 00:00:00-05:00,2.43024268314748,2.47749771429057,2.3829878943093044,2.4504945278167725,3145042,0.0,0.0
1997-11-05 00:00:00-05:00,2.4977500210285535,2.666516878322989,2.4977500210285535,2.6462650299072266,3979642,0.0,0.0
1997-11-06 00:00:00-05:00,2.7407739580540853,2.754274945934199,2.6057604446791363,2.632763147354126,3649848,0.0,0.0
1997-11-07 00:00:00-05:00,2.443744278367259,2.585508167415156,2.4302428056025054,2.572007179260254,4470805,0.0,0.0
1997-11-10 00:00:00-05:00,2.67326731984677,2.6867685512420594,2.578757973164915,2.585508346557617,2435114,0.0,0.0
1997-11-11 00:00:00-05:00,2.538254533450011,2.5787587240396457,2.524753055818462,2.531503915786743,2194707,0.0,0.0
1997-11-12 00:00:00-05:00,2.4504945796251083,2.4504945796251083,2.3829879446904147,2.3897385597229004,3905309,0.0,0.0
1997-11-13 00:00:00-05:00,2.416741601360178,2.5045005783196,2.3357337249906314,2.3694870471954346,2482160,0.0,0.0
1997-11-14 00:00:00-05:00,2.416741601360178,2.4504949235649813,2.3357337249906314,2.3694870471954346,2205999,0.0,0.0
1997-11-17 00:00:00-05:00,2.531502455155664,2.53825306892395,2.484247431863041,2.53825306892395,3290415,0.0,0.0
1997-11-18 00:00:00-05:00,2.457245497851091,2.457245497851091,2.3627361581396706,2.376237630844116,2240813,0.0,0.0
1997-11-19 00:00:00-05:00,2.3492347720853353,2.3492347720853353,2.2817281260251647,2.3087313175201416,1442908,0.0,0.0
1997-11-20 00:00:00-05:00,2.2614765539312773,2.2952298810858514,2.247975077686455,2.254725694656372,2578134,0.0,0.0
1997-11-21 00:00:00-05:00,2.268227080581025,2.3694870471954346,2.268227080581025,2.3694870471954346,4223342,0.0,0.0
1997-11-24 00:00:00-05:00,2.2547249307398385,2.322231804482175,2.2547249307398385,2.315480947494507,2254927,0.0,0.0
1997-11-25 00:00:00-05:00,2.328982597531019,2.409990949147843,2.328982597531019,2.376237630844116,1083946,0.0,0.0
1997-11-26 00:00:00-05:00,2.3492346413486196,2.3559854994229132,2.3087311890374744,2.335733652114868,1136637,0.0,0.0
1997-11-28 00:00:00-05:00,2.376237630844116,2.376237630844116,2.3694867733394314,2.376237630844116,1083475,0.0,0.0
1997-12-01 00:00:00-05:00,2.2682266235351562,2.2682266235351562,2.2344730658267156,2.2682266235351562,2365485,0.0,0.0
1997-12-02 00:00:00-05:00,2.288478467394336,2.3087307958633234,2.2614757666105256,2.2682266235351562,2203176,0.0,0.0
